Transaction Name,Organization Location,Organization Industries,Organization Name,Funding Type,Money Raised,Announced Date,Number of Investors,Lead Investors,Funding Stage
Series B - Iris Scale,"San Francisco, California, United States","Foundational AI, Agentic AI",Iris Scale,Series B,"$46,600,000","Jun 14, 2025",6,Anchor Ventures,Early Stage Venture
Series D - Verge Logic,"New York, New York, United States","Generative AI, SaaS",Verge Logic,Series D,"$619,700,000","Feb 17, 2026",4,Lakeside Capital,Late Stage Venture
Seed - Apex Sense,"San Francisco, California, United States",SaaS,Apex Sense,Seed,"$5,200,000","Dec 3, 2025",2,"Stonebridge Ventures, North VC",Seed
Series A - Fable Dynamics,"Los Angeles, California, United States",Generative AI,Fable Dynamics,Series A,"$41,100,000","Dec 23, 2025",4,Pinnacle Growth,Early Stage Venture
Series D - Neur Systems,"Boston, Massachusetts, United States","Foundational AI, Generative AI, SaaS",Neur Systems,Series D,"$359,600,000","Aug 22, 2025",4,Summit Capital Partners,Late Stage Venture
Series A - Vertex Systems,"Montreal, Quebec, Canada",Generative AI,Vertex Systems,Series A,"$11,200,000","Mar 27, 2026",3,Redwood Growth,Early Stage Venture
Series B - Sagedyne Sense,"Cambridge, Massachusetts, United States","Generative AI, Agentic AI",Sagedyne Sense,Series B,"$35,100,000","Mar 5, 2026",6,Union Square Capital Partners,Early Stage Venture
Series C - Quant Flow,"Palo Alto, California, United States","SaaS, AI Infrastructure",Quant Flow,Series C,"$221,700,000","May 21, 2026",6,"Union Square Capital, Pinnacle Growth",Late Stage Venture
Seed - Fable.ai,"Palo Alto, California, United States","AI Infrastructure, Foundational AI, Generative AI",Fable.ai,Seed,"$10,400,000","Feb 16, 2026",3,Cobalt Fund,Seed
Series D - Umbra Flow,"Washington, District of Columbia, United States",Generative AI,Umbra Flow,Series D,"$363,300,000","Apr 26, 2026",3,Aurora Capital,Late Stage Venture
Series D - Arc Core,"Austin, Texas, United States",AI Infrastructure,Arc Core,Series D,"$378,300,000","Jun 20, 2025",6,"Brightwater Partners, Harbor Partners",Late Stage Venture
Series B - Lumintilde Cloud,"Denver, Colorado, United States",AI Infrastructure,Lumintilde Cloud,Series B,"$315,100,000","May 16, 2026",4,Westbrook Growth,Early Stage Venture
Seed - Vela Intelligence,"Washington, District of Columbia, United States","Agentic AI, SaaS",Vela Intelligence,Seed,"$5,100,000","Aug 28, 2025",4,"Northstar Ventures, Pinnacle Capital Partners",Seed
Series A - Flux Flow,"New York, New York, United States","SaaS, Generative AI",Flux Flow,Series A,"$12,300,000","Feb 4, 2026",4,Beacon Ventures,Early Stage Venture
Series C - Forge Intelligence,"Toronto, Ontario, Canada","SaaS, Generative AI",Forge Intelligence,Series C,"$202,900,000","Mar 3, 2026",4,Lighthouse Capital Partners,Late Stage Venture
Seed - Cradlekeystone Works,"Boston, Massachusetts, United States",SaaS,Cradlekeystone Works,Seed,"$700,000","Oct 29, 2025",1,Union Square Capital,Seed
Series A - Cascade AI,"Chicago, Illinois, United States",AI Infrastructure,Cascade AI,Series A,"$13,000,000","Jun 7, 2025",4,Brightwater Fund,Early Stage Venture
Series C - Umbra Intelligence,"Atlanta, Georgia, United States","Agentic AI, AI Infrastructure",Umbra Intelligence,Series C,"$220,900,000","Dec 16, 2025",5,"Greylock Capital, Frontier Growth",Late Stage Venture
Series A - Atlas Cloud,"San Francisco, California, United States",SaaS,Atlas Cloud,Series A,"$20,000,000","Oct 5, 2025",3,Lakeside Ventures,Early Stage Venture
Series B - Helix Logic,"Seattle, Washington, United States","Generative AI, SaaS",Helix Logic,Series B,"$50,900,000","Apr 13, 2026",5,Harbor Partners,Early Stage Venture
Seed - Vertex Grid,"San Francisco, California, United States","Generative AI, AI Infrastructure, SaaS",Vertex Grid,Seed,"$5,400,000","Mar 19, 2026",3,"Catalyst Ventures, Westbrook Capital Partners",Seed
Series A - Latent Layer,"Austin, Texas, United States","SaaS, AI Infrastructure",Latent Layer,Series A,"$21,200,000","Feb 16, 2026",5,Foundry Group,Early Stage Venture
Series D - Nexa Systems,"Austin, Texas, United States","SaaS, AI Infrastructure",Nexa Systems,Series D,"$562,500,000","Aug 31, 2025",4,Vertex Growth,Late Stage Venture
Series B - Cradle,"Austin, Texas, United States",Generative AI,Cradle,Series B,"$87,600,000","Nov 23, 2025",3,Pinnacle Capital Partners,Early Stage Venture
Seed - Flux Compute,"San Francisco, California, United States",Generative AI,Flux Compute,Seed,"$2,200,000","Jan 18, 2026",1,Brightwater Fund,Seed
Series C - Aetheropal.ai,"San Francisco, California, United States",AI Infrastructure,Aetheropal.ai,Series C,"$142,200,000","Mar 18, 2026",7,Stonebridge Group,Late Stage Venture
Series D - Strata Scale,"San Jose, California, United States",AI Infrastructure,Strata Scale,Series D,"$523,800,000","Aug 30, 2025",7,Beacon Ventures,Late Stage Venture
Seed - Glide Logic,"Cambridge, Massachusetts, United States",AI Infrastructure,Glide Logic,Seed,"$3,200,000","Aug 19, 2025",3,"Compass Capital Partners, Harbor VC",Seed
Series B - Iris Intelligence,"San Francisco, California, United States","SaaS, Foundational AI",Iris Intelligence,Series B,"$115,500,000","Mar 30, 2026",2,"Lighthouse Capital, Compass Capital Partners",Early Stage Venture
Series A - Rune Intelligence,"San Francisco, California, United States","AI Infrastructure, SaaS, Generative AI",Rune Intelligence,Series A,"$38,400,000","Dec 24, 2025",5,Bay Capital,Early Stage Venture
Seed - Beacon Labs,"San Francisco, California, United States",AI Infrastructure,Beacon Labs,Seed,"$8,300,000","Mar 20, 2026",2,"Ascent Capital, Catalyst Partners",Seed
Seed - Ketl Sense,"San Francisco, California, United States","Agentic AI, Generative AI, SaaS",Ketl Sense,Seed,"$2,200,000","Jul 21, 2025",4,"Union Square Capital, Vista Fund",Seed
Seed - Fablelumen AI,"San Francisco, California, United States",Generative AI,Fablelumen AI,Seed,"$5,400,000","Jun 23, 2025",2,Westbrook Growth,Seed
Series A - Ember Core,"New York, New York, United States",SaaS,Ember Core,Series A,"$13,700,000","Feb 5, 2026",4,"Brightwater Partners, Harbor Growth",Early Stage Venture
Series A - Forge Compute,"New York, New York, United States","Agentic AI, SaaS",Forge Compute,Series A,"$11,500,000","Oct 10, 2025",5,Northstar Capital,Early Stage Venture
Seed - JunOvant Intelligence,"New York, New York, United States","Generative AI, Agentic AI",JunOvant Intelligence,Seed,"$2,000,000","Sep 3, 2025",1,"Stonebridge Group, Pinnacle VC",Seed
Series A - Onyx Compute,"San Francisco, California, United States",SaaS,Onyx Compute,Series A,"$19,100,000","Oct 28, 2025",2,Brightwater Partners,Early Stage Venture
Seed - Axi Dynamics,"Mountain View, California, United States","Agentic AI, SaaS",Axi Dynamics,Seed,"$1,500,000","Jul 28, 2025",1,Catalyst Partners,Seed
Seed - Helix AI,"Boston, Massachusetts, United States","SaaS, Generative AI",Helix AI,Seed,"$11,900,000","Sep 23, 2025",1,Union Square Capital Partners,Seed
Seed - Zenithfable Dynamics,"Austin, Texas, United States","Foundational AI, AI Infrastructure",Zenithfable Dynamics,Seed,"$15,900,000","Aug 22, 2025",3,"Harbor Partners, Anchor VC",Seed
Seed - Helixdyne Flow,"San Jose, California, United States","SaaS, Agentic AI",Helixdyne Flow,Seed,"$6,200,000","Jan 18, 2026",4,"Ascent Partners, Greylock Capital",Seed
Seed - Cobalt Intelligence,"Boston, Massachusetts, United States","Generative AI, AI Infrastructure",Cobalt Intelligence,Seed,"$6,900,000","Dec 27, 2025",3,"Stonebridge Capital, Brightwater VC",Seed
Seed - Quilllatent Core,"San Jose, California, United States",AI Infrastructure,Quilllatent Core,Seed,"$13,300,000","Jan 8, 2026",2,"Catalyst Ventures, Harbor Growth",Seed
Seed - Umbra Technologies,"Boston, Massachusetts, United States","Generative AI, SaaS",Umbra Technologies,Seed,"$4,600,000","Oct 4, 2025",2,"Bay Capital, Vista Fund",Seed
Series A - Vant.ai,"San Francisco, California, United States","AI Infrastructure, Foundational AI",Vant.ai,Series A,"$33,600,000","Jul 4, 2025",4,"Vista Fund, Granite Capital",Early Stage Venture
Series C - Pylon Stack,"Denver, Colorado, United States",Agentic AI,Pylon Stack,Series C,"$83,700,000","Dec 27, 2025",4,Brightwater Partners,Late Stage Venture
Series A - Sparkquant Layer,"San Francisco, California, United States","AI Infrastructure, SaaS, Foundational AI",Sparkquant Layer,Series A,"$39,100,000","Jun 11, 2025",4,"Granite Capital, Pinnacle Partners",Early Stage Venture
Seed - Keystone Systems,"San Francisco, California, United States","SaaS, AI Infrastructure, Agentic AI",Keystone Systems,Seed,"$2,800,000","Aug 16, 2025",1,"Frontier Fund, Summit Group",Seed
Series D - Orbit Logic,"San Diego, California, United States",SaaS,Orbit Logic,Series D,"$216,800,000","Sep 7, 2025",7,Pinnacle Growth,Late Stage Venture
Series C - Nova Labs,"Austin, Texas, United States",Agentic AI,Nova Labs,Series C,"$97,200,000","May 3, 2026",6,"Northstar Ventures, Harbor VC",Late Stage Venture
Seed - Grove Flow,"Austin, Texas, United States","SaaS, Generative AI, Foundational AI",Grove Flow,Seed,"$5,500,000","Feb 18, 2026",4,Catalyst Capital,Seed
Seed - Cipher Grid,"San Francisco, California, United States",Generative AI,Cipher Grid,Seed,"$2,900,000","Nov 11, 2025",1,Harbor Ventures,Seed
Series B - Aetheratlas Systems,"Los Angeles, California, United States",Generative AI,Aetheratlas Systems,Series B,"$137,000,000","Apr 17, 2026",5,"Northstar Ventures, Frontier Fund",Early Stage Venture
Seed - Flux AI,"Austin, Texas, United States",SaaS,Flux AI,Seed,"$1,000,000","Apr 17, 2026",2,Summit Group,Seed
Series B - Larqtensor AI,"Palo Alto, California, United States","SaaS, Agentic AI",Larqtensor AI,Series B,"$115,900,000","Aug 3, 2025",2,Northstar Fund,Early Stage Venture
Series B - Yara Stack,"New York, New York, United States",Agentic AI,Yara Stack,Series B,"$35,100,000","Oct 2, 2025",6,Lakeside Capital,Early Stage Venture
Seed - Vertex Labs,"Denver, Colorado, United States","Generative AI, Agentic AI",Vertex Labs,Seed,"$4,200,000","Dec 3, 2025",1,Vista Fund,Seed
Series A - Iris Cloud,"Los Angeles, California, United States","Foundational AI, AI Infrastructure",Iris Cloud,Series A,"$34,300,000","Dec 27, 2025",5,"Northstar Fund, Apex Capital",Early Stage Venture
Series A - Mara AI,"San Diego, California, United States","Agentic AI, Generative AI, SaaS",Mara AI,Series A,"$8,400,000","Dec 5, 2025",2,Compass Capital Partners,Early Stage Venture
Series C - Latentgrove.ai,"San Francisco, California, United States",SaaS,Latentgrove.ai,Series C,"$87,200,000","Nov 3, 2025",7,Harbor Fund,Late Stage Venture
Series A - Vela Grid,"San Francisco, California, United States","Agentic AI, SaaS",Vela Grid,Series A,"$13,100,000","Sep 29, 2025",5,"North Group, Bay Capital",Early Stage Venture
Seed - Vox.ai,"Boston, Massachusetts, United States",Generative AI,Vox.ai,Seed,"$2,600,000","Aug 5, 2025",3,Keystone Fund,Seed
Seed - Mosaic Grid,"Boston, Massachusetts, United States",Agentic AI,Mosaic Grid,Seed,"$3,300,000","Aug 5, 2025",3,"Pinnacle Partners, Anchor Ventures",Seed
Series B - Mosaic Sense,"New York, New York, United States","SaaS, Generative AI",Mosaic Sense,Series B,"$33,700,000","Jan 23, 2026",6,"Vista Capital, Stonebridge Group",Early Stage Venture
Series A - Coda Grid,"San Diego, California, United States","SaaS, Generative AI",Coda Grid,Series A,"$45,700,000","Mar 2, 2026",3,"Ascent VC, Harbor Fund",Early Stage Venture
Series D - Cipher Sense,"Palo Alto, California, United States","Generative AI, SaaS",Cipher Sense,Series D,"$495,500,000","Jun 6, 2025",5,Redwood Growth,Late Stage Venture
Seed - Mara Systems,"Los Angeles, California, United States",AI Infrastructure,Mara Systems,Seed,"$10,400,000","Aug 20, 2025",4,"Highland Fund, Summit Ventures",Seed
Series A - Pinnaclepinnacle AI,"Boston, Massachusetts, United States",AI Infrastructure,Pinnaclepinnacle AI,Series A,"$22,500,000","Mar 9, 2026",2,"Ascent VC, Northstar Fund",Early Stage Venture
Series A - Vant Stack,"Los Angeles, California, United States",SaaS,Vant Stack,Series A,"$6,300,000","Aug 7, 2025",5,Stonebridge Group,Early Stage Venture
Seed - Atlas Systems,"Vancouver, British Columbia, Canada",Generative AI,Atlas Systems,Seed,"$2,500,000","Feb 8, 2026",4,Stonebridge Ventures,Seed
Series A - Forge Works,"San Francisco, California, United States","AI Infrastructure, Agentic AI",Forge Works,Series A,"$42,200,000","Jun 22, 2025",3,"Apex Ventures, Sterling Capital Partners",Early Stage Venture
Series A - Reify AI,"Mountain View, California, United States",SaaS,Reify AI,Series A,"$14,000,000","Jun 19, 2025",3,Bay Capital,Early Stage Venture
Seed - Nova Flow,"Boston, Massachusetts, United States","AI Infrastructure, Agentic AI",Nova Flow,Seed,"$2,800,000","Aug 21, 2025",2,"Cobalt Fund, Northstar Ventures",Seed
Seed - Cove Sense,"San Francisco, California, United States","Agentic AI, SaaS, Generative AI",Cove Sense,Seed,"$1,800,000","Sep 14, 2025",2,"Anchor VC, Harbor Growth",Seed
Series B - Dyne Dynamics,"Toronto, Ontario, Canada","SaaS, Generative AI, Agentic AI",Dyne Dynamics,Series B,"$34,100,000","Sep 19, 2025",3,"Meridian VC, Vertex Growth",Early Stage Venture
Series D - Reify Compute,"New York, New York, United States",Agentic AI,Reify Compute,Series D,"$437,100,000","Oct 6, 2025",3,"Aurora Group, Catalyst Ventures",Late Stage Venture
Series A - Umbraaether Compute,"San Francisco, California, United States","SaaS, AI Infrastructure",Umbraaether Compute,Series A,"$16,300,000","Jul 9, 2025",4,Brightwater Fund,Early Stage Venture
Seed - Spark Works,"Toronto, Ontario, Canada",Generative AI,Spark Works,Seed,"$1,200,000","Jun 16, 2025",4,Frontier Ventures,Seed
Seed - Wren Scale,"San Francisco, California, United States",SaaS,Wren Scale,Seed,"$2,700,000","Sep 19, 2025",1,Aurora Growth,Seed
Seed - Hale Intelligence,"San Francisco, California, United States","SaaS, Generative AI",Hale Intelligence,Seed,"$7,600,000","Mar 16, 2026",4,Lighthouse Capital Partners,Seed
Series A - Groveaether Scale,"Austin, Texas, United States",SaaS,Groveaether Scale,Series A,"$16,200,000","Dec 26, 2025",3,Brightwater Capital Partners,Early Stage Venture
Series A - JunO Scale,"Vancouver, British Columbia, Canada",Generative AI,JunO Scale,Series A,"$11,700,000","Dec 1, 2025",5,Foundry Group,Early Stage Venture
Series C - Larq Technologies,"Boston, Massachusetts, United States",Generative AI,Larq Technologies,Series C,"$191,600,000","Aug 11, 2025",4,"Brightwater VC, Union Square VC",Late Stage Venture
Series B - Vail AI,"Boston, Massachusetts, United States","SaaS, Agentic AI, Generative AI",Vail AI,Series B,"$124,600,000","Nov 14, 2025",4,Brightwater VC,Early Stage Venture
Series A - Delve Technologies,"Toronto, Ontario, Canada","Generative AI, AI Infrastructure",Delve Technologies,Series A,"$47,200,000","Aug 13, 2025",2,"Sterling Capital, Pinnacle VC",Early Stage Venture
Series B - Cipherlattice AI,"San Francisco, California, United States",Generative AI,Cipherlattice AI,Series B,"$20,000,000","Oct 8, 2025",5,"Northstar VC, Pinnacle Capital Partners",Early Stage Venture
Series B - Keystone Flow,"Mountain View, California, United States",AI Infrastructure,Keystone Flow,Series B,"$303,800,000","Mar 31, 2026",2,"Anchor Partners, Vertex Growth",Early Stage Venture
Seed - Parse Scale,"New York, New York, United States",SaaS,Parse Scale,Seed,"$5,100,000","May 17, 2026",4,"Aurora Growth, Anchor Partners",Seed
Series D - Flux Systems,"Chicago, Illinois, United States","Generative AI, Foundational AI",Flux Systems,Series D,"$834,700,000","Nov 20, 2025",4,"Keystone Fund, Anchor Partners",Late Stage Venture
Seed - Bloomverge Core,"Cambridge, Massachusetts, United States","SaaS, Agentic AI",Bloomverge Core,Seed,"$3,600,000","Jul 6, 2025",2,Lighthouse Capital Partners,Seed
Series A - Onyxnimbus,"New York, New York, United States","AI Infrastructure, SaaS",Onyxnimbus,Series A,"$46,200,000","Oct 27, 2025",4,Lakeside Capital,Early Stage Venture
Seed - Pylonstrata Flow,"San Francisco, California, United States","Generative AI, AI Infrastructure",Pylonstrata Flow,Seed,"$10,300,000","Jan 14, 2026",1,Sterling Capital Partners,Seed
Seed - Ketl AI,"Toronto, Ontario, Canada","AI Infrastructure, Generative AI, SaaS",Ketl AI,Seed,"$3,400,000","Jun 18, 2025",3,Lighthouse Capital Partners,Seed
Series A - Apex Grid,"Toronto, Ontario, Canada",Generative AI,Apex Grid,Series A,"$12,900,000","May 7, 2026",3,Foundry Group,Early Stage Venture
Series A - Strata,"Boston, Massachusetts, United States",Generative AI,Strata,Series A,"$14,700,000","Dec 18, 2025",2,Northstar Growth,Early Stage Venture
Series B - Wrenecho Sense,"Mountain View, California, United States",AI Infrastructure,Wrenecho Sense,Series B,"$47,100,000","May 6, 2026",5,Stonebridge Capital,Early Stage Venture
Seed - Runeverge Systems,"Atlanta, Georgia, United States",AI Infrastructure,Runeverge Systems,Seed,"$600,000","Aug 24, 2025",2,"Highland Ventures, Brightwater Partners",Seed
Seed - Cortexpinnacle Core,"San Diego, California, United States",Generative AI,Cortexpinnacle Core,Seed,"$6,400,000","Sep 24, 2025",2,Northstar Growth,Seed
Series C - Zeal Sense,"Los Angeles, California, United States","SaaS, Generative AI",Zeal Sense,Series C,"$123,600,000","Jul 14, 2025",4,"Sterling VC, Brightwater Capital Partners",Late Stage Venture
Seed - Keystone Stack,"Cambridge, Massachusetts, United States",AI Infrastructure,Keystone Stack,Seed,"$4,300,000","May 19, 2026",2,Lighthouse Capital,Seed
